Time,PX,PY,PZ,TX,TY,TZ,AltP
50.295,955.7,-0.4,1129.8,1000.0,0.0,0.0,1130.5
50.300,955.8,-0.4,1129.0,1000.0,0.0,0.0,1130.0
50.305,955.8,-0.4,1128.2,1000.0,0.0,0.0,1129.0
50.310,955.9,-0.4,1127.3,1000.0,0.0,0.0,1128.0
50.315,955.9,-0.4,1126.5,1000.0,0.0,0.0,1127.5
50.320,955.9,-0.4,1125.7,1000.0,0.0,0.0,1126.5
50.325,956.0,-0.4,1124.9,1000.0,0.0,0.0,1125.5
50.330,956.0,-0.4,1124.0,1000.0,0.0,0.0,1125.0
50.335,956.1,-0.4,1123.2,1000.0,0.0,0.0,1124.0
50.340,956.1,-0.4,1122.4,1000.0,0.0,0.0,1123.0
50.345,956.1,-0.4,1121.5,1000.0,0.0,0.0,1122.5
50.350,956.2,-0.4,1120.7,1000.0,0.0,0.0,1121.5
50.355,956.2,-0.4,1119.9,1000.0,0.0,0.0,1120.5
50.360,956.2,-0.4,1119.1,1000.0,0.0,0.0,1120.0
50.365,956.3,-0.4,1118.2,1000.0,0.0,0.0,1119.0
50.370,956.3,-0.4,1117.4,1000.0,0.0,0.0,1118.0
50.375,956.4,-0.4,1116.6,1000.0,0.0,0.0,1117.5
50.380,956.4,-0.4,1115.8,1000.0,0.0,0.0,1116.5
50.385,956.4,-0.4,1114.9,1000.0,0.0,0.0,1116.0
50.390,956.5,-0.4,1114.1,1000.0,0.0,0.0,1115.0
50.395,956.5,-0.4,1113.3,1000.0,0.0,0.0,1114.0
50.400,956.6,-0.4,1112.4,1000.0,0.0,0.0,1113.5
50.405,956.6,-0.4,1111.6,1000.0,0.0,0.0,1112.5
50.410,956.6,-0.4,1110.8,1000.0,0.0,0.0,1111.5
50.415,956.7,-0.4,1110.0,1000.0,0.0,0.0,1111.0
50.420,956.7,-0.4,1109.1,1000.0,0.0,0.0,1110.0
50.425,956.7,-0.4,1108.3,1000.0,0.0,0.0,1109.0
50.430,956.8,-0.4,1107.5,1000.0,0.0,0.0,1108.5
50.435,956.8,-0.4,1106.6,1000.0,0.0,0.0,1107.5
50.440,956.9,-0.4,1105.8,1000.0,0.0,0.0,1106.5
50.445,956.9,-0.4,1105.0,1000.0,0.0,0.0,1106.0
50.450,956.9,-0.4,1104.2,1000.0,0.0,0.0,1105.0
50.455,957.0,-0.4,1103.3,1000.0,0.0,0.0,1104.0
50.460,957.0,-0.4,1102.5,1000.0,0.0,0.0,1103.5
50.465,957.1,-0.4,1101.7,1000.0,0.0,0.0,1102.5
50.470,957.1,-0.4,1100.9,1000.0,0.0,0.0,1101.5
50.475,957.1,-0.4,1100.0,1000.0,0.0,0.0,1101.0
50.480,957.2,-0.4,1099.2,1000.0,0.0,0.0,1100.0
50.485,957.2,-0.4,1098.4,1000.0,0.0,0.0,1099.0
50.490,957.2,-0.4,1097.5,1000.0,0.0,0.0,1098.5
50.495,957.3,-0.4,1096.7,1000.0,0.0,0.0,1097.5
50.500,957.3,-0.4,1095.9,1000.0,0.0,0.0,1096.5
50.505,957.4,-0.4,1095.1,1000.0,0.0,0.0,1096.0
50.510,957.4,-0.4,1094.2,1000.0,0.0,0.0,1095.0
50.515,957.4,-0.4,1093.4,1000.0,0.0,0.0,1094.0
50.520,957.5,-0.4,1092.6,1000.0,0.0,0.0,1093.5
50.525,957.5,-0.4,1091.7,1000.0,0.0,0.0,1092.5
50.530,957.6,-0.4,1090.9,1000.0,0.0,0.0,1091.5
50.535,957.6,-0.4,1090.1,1000.0,0.0,0.0,1091.0
50.540,957.6,-0.4,1089.3,1000.0,0.0,0.0,1090.0
50.545,957.7,-0.4,1088.4,1000.0,0.0,0.0,1089.5
50.550,957.7,-0.4,1087.6,1000.0,0.0,0.0,1088.5
50.555,957.7,-0.4,1086.8,1000.0,0.0,0.0,1087.5
50.560,957.8,-0.4,1085.9,1000.0,0.0,0.0,1087.0
50.565,957.8,-0.4,1085.1,1000.0,0.0,0.0,1086.0
50.570,957.9,-0.4,1084.3,1000.0,0.0,0.0,1085.0
50.575,957.9,-0.4,1083.5,1000.0,0.0,0.0,1084.5
50.580,957.9,-0.4,1082.6,1000.0,0.0,0.0,1083.5
50.585,958.0,-0.4,1081.8,1000.0,0.0,0.0,1082.5
50.590,958.0,-0.4,1081.0,1000.0,0.0,0.0,1082.0
50.595,958.1,-0.4,1080.1,1000.0,0.0,0.0,1081.0
50.600,958.1,-0.3,1079.3,1000.0,0.0,0.0,1080.0
50.605,958.1,-0.3,1078.5,1000.0,0.0,0.0,1079.5
50.610,958.2,-0.3,1077.6,1000.0,0.0,0.0,1078.5
50.615,958.2,-0.3,1076.8,1000.0,0.0,0.0,1077.5
50.620,958.2,-0.3,1076.0,1000.0,0.0,0.0,1077.0
50.625,958.3,-0.3,1075.2,1000.0,0.0,0.0,1076.0
50.630,958.3,-0.3,1074.3,1000.0,0.0,0.0,1075.0
50.635,958.4,-0.3,1073.5,1000.0,0.0,0.0,1074.5
50.640,958.4,-0.3,1072.7,1000.0,0.0,0.0,1073.5
50.645,958.4,-0.3,1071.8,1000.0,0.0,0.0,1072.5
50.650,958.5,-0.3,1071.0,1000.0,0.0,0.0,1072.0
50.655,958.5,-0.3,1070.2,1000.0,0.0,0.0,1071.0
50.660,958.5,-0.3,1069.4,1000.0,0.0,0.0,1070.0
50.665,958.6,-0.3,1068.5,1000.0,0.0,0.0,1069.5
50.670,958.6,-0.3,1067.7,1000.0,0.0,0.0,1068.5
50.675,958.7,-0.3,1066.9,1000.0,0.0,0.0,1067.5
50.680,958.7,-0.3,1066.0,1000.0,0.0,0.0,1067.0
50.685,958.7,-0.3,1065.2,1000.0,0.0,0.0,1066.0
50.690,958.8,-0.3,1064.4,1000.0,0.0,0.0,1065.0
50.695,958.8,-0.3,1063.6,1000.0,0.0,0.0,1064.5
50.700,958.9,-0.3,1062.7,1000.0,0.0,0.0,1063.5
50.705,958.9,-0.3,1061.9,1000.0,0.0,0.0,1062.5
50.710,958.9,-0.3,1061.1,1000.0,0.0,0.0,1062.0
50.715,959.0,-0.3,1060.2,1000.0,0.0,0.0,1061.0
50.720,959.0,-0.3,1059.4,1000.0,0.0,0.0,1060.0
50.725,959.0,-0.3,1058.6,1000.0,0.0,0.0,1059.5
50.730,959.1,-0.3,1057.7,1000.0,0.0,0.0,1058.5
50.735,959.1,-0.3,1056.9,1000.0,0.0,0.0,1057.5
50.740,959.2,-0.3,1056.1,1000.0,0.0,0.0,1057.0
50.745,959.2,-0.3,1055.3,1000.0,0.0,0.0,1056.0
50.750,959.2,-0.3,1054.4,1000.0,0.0,0.0,1055.5
50.755,959.3,-0.3,1053.6,1000.0,0.0,0.0,1054.5
50.760,959.3,-0.3,1052.8,1000.0,0.0,0.0,1053.5
50.765,959.3,-0.3,1051.9,1000.0,0.0,0.0,1053.0
50.770,959.4,-0.3,1051.1,1000.0,0.0,0.0,1052.0
50.775,959.4,-0.3,1050.3,1000.0,0.0,0.0,1051.0
50.780,959.5,-0.3,1049.4,1000.0,0.0,0.0,1050.5
50.785,959.5,-0.3,1048.6,1000.0,0.0,0.0,1049.5
50.790,959.5,-0.3,1047.8,1000.0,0.0,0.0,1048.5
50.795,959.6,-0.3,1047.0,1000.0,0.0,0.0,1048.0
50.800,959.6,-0.3,1046.1,1000.0,0.0,0.0,1047.0
50.805,959.6,-0.3,1045.3,1000.0,0.0,0.0,1046.0
50.810,959.7,-0.3,1044.5,1000.0,0.0,0.0,1045.5
50.815,959.7,-0.3,1043.6,1000.0,0.0,0.0,1044.5
50.820,959.8,-0.3,1042.8,1000.0,0.0,0.0,1043.5
50.825,959.8,-0.3,1042.0,1000.0,0.0,0.0,1043.0
50.830,959.8,-0.3,1041.1,1000.0,0.0,0.0,1042.0
50.835,959.9,-0.3,1040.3,1000.0,0.0,0.0,1041.0
50.840,959.9,-0.3,1039.5,1000.0,0.0,0.0,1040.5
50.845,959.9,-0.3,1038.7,1000.0,0.0,0.0,1039.5
50.850,960.0,-0.3,1037.8,1000.0,0.0,0.0,1038.5
50.855,960.0,-0.3,1037.0,1000.0,0.0,0.0,1038.0
50.860,960.1,-0.3,1036.2,1000.0,0.0,0.0,1037.0
50.865,960.1,-0.3,1035.3,1000.0,0.0,0.0,1036.0
50.870,960.1,-0.3,1034.5,1000.0,0.0,0.0,1035.5
50.875,960.2,-0.3,1033.7,1000.0,0.0,0.0,1034.5
50.880,960.2,-0.3,1032.8,1000.0,0.0,0.0,1033.5
50.885,960.2,-0.3,1032.0,1000.0,0.0,0.0,1033.0
50.890,960.3,-0.3,1031.2,1000.0,0.0,0.0,1032.0
50.895,960.3,-0.3,1030.3,1000.0,0.0,0.0,1031.0
50.900,960.4,-0.3,1029.5,1000.0,0.0,0.0,1030.5
50.905,960.4,-0.3,1028.7,1000.0,0.0,0.0,1029.5
50.910,960.4,-0.3,1027.9,1000.0,0.0,0.0,1028.5
50.915,960.5,-0.3,1027.0,1000.0,0.0,0.0,1028.0
50.920,960.5,-0.3,1026.2,1000.0,0.0,0.0,1027.0
50.925,960.6,-0.3,1025.4,1000.0,0.0,0.0,1026.0
50.930,960.6,-0.3,1024.5,1000.0,0.0,0.0,1025.5
50.935,960.6,-0.3,1023.7,1000.0,0.0,0.0,1024.5
50.940,960.7,-0.3,1022.9,1000.0,0.0,0.0,1023.5
50.945,960.7,-0.3,1022.0,1000.0,0.0,0.0,1023.0
50.950,960.7,-0.3,1021.2,1000.0,0.0,0.0,1022.0
50.955,960.8,-0.3,1020.4,1000.0,0.0,0.0,1021.0
50.960,960.8,-0.3,1019.5,1000.0,0.0,0.0,1020.5
50.965,960.8,-0.3,1018.7,1000.0,0.0,0.0,1019.5
50.970,960.9,-0.3,1017.9,1000.0,0.0,0.0,1018.5
50.975,960.9,-0.3,1017.1,1000.0,0.0,0.0,1018.0
50.980,961.0,-0.3,1016.2,1000.0,0.0,0.0,1017.0
50.985,961.0,-0.3,1015.4,1000.0,0.0,0.0,1016.0
50.990,961.0,-0.3,1014.6,1000.0,0.0,0.0,1015.5
50.995,961.1,-0.3,1013.7,1000.0,0.0,0.0,1014.5
51.000,961.1,-0.3,1012.9,1000.0,0.0,0.0,1013.5
51.005,961.1,-0.3,1012.1,1000.0,0.0,0.0,1013.0
51.010,961.2,-0.3,1011.2,1000.0,0.0,0.0,1012.0
51.015,961.2,-0.3,1010.4,1000.0,0.0,0.0,1011.0
51.020,961.3,-0.3,1009.6,1000.0,0.0,0.0,1010.5
51.025,961.3,-0.3,1008.7,1000.0,0.0,0.0,1009.5
51.030,961.3,-0.3,1007.9,1000.0,0.0,0.0,1008.5
51.035,961.4,-0.3,1007.1,1000.0,0.0,0.0,1008.0
51.040,961.4,-0.3,1006.2,1000.0,0.0,0.0,1007.0
51.045,961.4,-0.3,1005.4,1000.0,0.0,0.0,1006.0
51.050,961.5,-0.3,1004.6,1000.0,0.0,0.0,1005.5
51.055,961.5,-0.3,1003.8,1000.0,0.0,0.0,1004.5
51.060,961.6,-0.3,1002.9,1000.0,0.0,0.0,1004.0
51.065,961.6,-0.3,1002.1,1000.0,0.0,0.0,1003.0
51.070,961.6,-0.3,1001.3,1000.0,0.0,0.0,1002.0
51.075,961.7,-0.3,1000.4,1000.0,0.0,0.0,1001.5
51.080,961.7,-0.3,999.6,1000.0,0.0,0.0,1000.5
51.085,961.7,-0.3,998.8,1000.0,0.0,0.0,999.5
51.090,961.8,-0.3,997.9,1000.0,0.0,0.0,999.0
51.095,961.8,-0.3,997.1,1000.0,0.0,0.0,998.0
51.100,961.9,-0.3,996.3,1000.0,0.0,0.0,997.0
51.105,961.9,-0.3,995.4,1000.0,0.0,0.0,996.5
51.110,961.9,-0.3,994.6,1000.0,0.0,0.0,995.5
51.115,962.0,-0.3,993.8,1000.0,0.0,0.0,994.5
51.120,962.0,-0.3,992.9,1000.0,0.0,0.0,994.0
51.125,962.0,-0.3,992.1,1000.0,0.0,0.0,993.0
51.130,962.1,-0.3,991.3,1000.0,0.0,0.0,992.0
51.135,962.1,-0.3,990.4,1000.0,0.0,0.0,991.5
51.140,962.2,-0.3,989.6,1000.0,0.0,0.0,990.5
51.145,962.2,-0.3,988.8,1000.0,0.0,0.0,989.5
51.150,962.2,-0.3,988.0,1000.0,0.0,0.0,989.0
51.155,962.3,-0.3,987.1,1000.0,0.0,0.0,988.0
51.160,962.3,-0.3,986.3,1000.0,0.0,0.0,987.0
51.165,962.3,-0.3,985.5,1000.0,0.0,0.0,986.5
51.170,962.4,-0.3,984.6,1000.0,0.0,0.0,985.5
51.175,962.4,-0.3,983.8,1000.0,0.0,0.0,984.5
51.180,962.5,-0.3,983.0,1000.0,0.0,0.0,984.0
51.185,962.5,-0.3,982.1,1000.0,0.0,0.0,983.0
51.190,962.5,-0.3,981.3,1000.0,0.0,0.0,982.0
51.195,962.6,-0.3,980.5,1000.0,0.0,0.0,981.5
51.200,962.6,-0.3,979.6,1000.0,0.0,0.0,980.5
51.205,962.6,-0.3,978.8,1000.0,0.0,0.0,979.5
51.210,962.7,-0.3,978.0,1000.0,0.0,0.0,979.0
51.215,962.7,-0.3,977.1,1000.0,0.0,0.0,978.0
51.220,962.7,-0.3,976.3,1000.0,0.0,0.0,977.0
51.225,962.8,-0.3,975.5,1000.0,0.0,0.0,976.5
51.230,962.8,-0.3,974.6,1000.0,0.0,0.0,975.5
51.235,962.9,-0.3,973.8,1000.0,0.0,0.0,974.5
51.240,962.9,-0.3,973.0,1000.0,0.0,0.0,974.0
51.245,962.9,-0.3,972.1,1000.0,0.0,0.0,973.0
51.250,963.0,-0.3,971.3,1000.0,0.0,0.0,972.0
51.255,963.0,-0.3,970.5,1000.0,0.0,0.0,971.5
51.260,963.0,-0.3,969.6,1000.0,0.0,0.0,970.5
51.265,963.1,-0.3,968.8,1000.0,0.0,0.0,969.5
51.270,963.1,-0.3,968.0,1000.0,0.0,0.0,969.0
51.275,963.2,-0.3,967.1,1000.0,0.0,0.0,968.0
51.280,963.2,-0.3,966.3,1000.0,0.0,0.0,967.0
51.285,963.2,-0.3,965.5,1000.0,0.0,0.0,966.5
51.290,963.3,-0.3,964.6,1000.0,0.0,0.0,965.5
51.295,963.3,-0.3,963.8,1000.0,0.0,0.0,964.5
51.300,963.3,-0.3,963.0,1000.0,0.0,0.0,964.0
51.305,963.4,-0.3,962.2,1000.0,0.0,0.0,963.0
51.310,963.4,-0.3,961.3,1000.0,0.0,0.0,962.0
51.315,963.4,-0.3,960.5,1000.0,0.0,0.0,961.5
51.320,963.5,-0.3,959.7,1000.0,0.0,0.0,960.5
51.325,963.5,-0.3,958.8,1000.0,0.0,0.0,959.5
51.330,963.6,-0.3,958.0,1000.0,0.0,0.0,959.0
51.335,963.6,-0.3,957.2,1000.0,0.0,0.0,958.0
51.340,963.6,-0.3,956.3,1000.0,0.0,0.0,957.0
51.345,963.7,-0.3,955.5,1000.0,0.0,0.0,956.5
51.350,963.7,-0.3,954.7,1000.0,0.0,0.0,955.5
51.355,963.7,-0.3,953.8,1000.0,0.0,0.0,954.5
51.360,963.8,-0.3,953.0,1000.0,0.0,0.0,954.0
51.365,963.8,-0.3,952.2,1000.0,0.0,0.0,953.0
51.370,963.8,-0.3,951.3,1000.0,0.0,0.0,952.0
51.375,963.9,-0.3,950.5,1000.0,0.0,0.0,951.5
51.380,963.9,-0.3,949.7,1000.0,0.0,0.0,950.5
51.385,964.0,-0.3,948.8,1000.0,0.0,0.0,949.5
51.390,964.0,-0.3,948.0,1000.0,0.0,0.0,949.0
51.395,964.0,-0.3,947.2,1000.0,0.0,0.0,948.0
51.400,964.1,-0.3,946.3,1000.0,0.0,0.0,947.0
51.405,964.1,-0.3,945.5,1000.0,0.0,0.0,946.5
51.410,964.1,-0.3,944.7,1000.0,0.0,0.0,945.5
51.415,964.2,-0.3,943.8,1000.0,0.0,0.0,944.5
51.420,964.2,-0.3,943.0,1000.0,0.0,0.0,944.0
51.425,964.3,-0.3,942.2,1000.0,0.0,0.0,943.0
51.430,964.3,-0.3,941.3,1000.0,0.0,0.0,942.0
51.435,964.3,-0.3,940.5,1000.0,0.0,0.0,941.5
51.440,964.4,-0.3,939.7,1000.0,0.0,0.0,940.5
51.445,964.4,-0.3,938.8,1000.0,0.0,0.0,939.5
51.450,964.4,-0.3,938.0,1000.0,0.0,0.0,939.0
51.455,964.5,-0.3,937.2,1000.0,0.0,0.0,938.0
51.460,964.5,-0.3,936.3,1000.0,0.0,0.0,937.0
51.465,964.5,-0.3,935.5,1000.0,0.0,0.0,936.5
51.470,964.6,-0.3,934.7,1000.0,0.0,0.0,935.5
51.475,964.6,-0.3,933.8,1000.0,0.0,0.0,934.5
51.480,964.7,-0.3,933.0,1000.0,0.0,0.0,934.0
51.485,964.7,-0.3,932.2,1000.0,0.0,0.0,933.0
51.490,964.7,-0.3,931.3,1000.0,0.0,0.0,932.0
51.495,964.8,-0.3,930.5,1000.0,0.0,0.0,931.5
51.500,964.8,-0.3,929.7,1000.0,0.0,0.0,930.5
51.505,964.8,-0.3,928.8,1000.0,0.0,0.0,929.5
51.510,964.9,-0.3,928.0,1000.0,0.0,0.0,929.0
51.515,964.9,-0.3,927.2,1000.0,0.0,0.0,928.0
51.520,964.9,-0.3,926.3,1000.0,0.0,0.0,927.0
51.525,965.0,-0.3,925.5,1000.0,0.0,0.0,926.5
51.530,965.0,-0.3,924.7,1000.0,0.0,0.0,925.5
51.535,965.1,-0.3,923.8,1000.0,0.0,0.0,924.5
51.540,965.1,-0.3,923.0,1000.0,0.0,0.0,924.0
51.545,965.1,-0.3,922.2,1000.0,0.0,0.0,923.0
51.550,965.2,-0.3,921.3,1000.0,0.0,0.0,922.0
51.555,965.2,-0.3,920.5,1000.0,0.0,0.0,921.5
51.560,965.2,-0.3,919.7,1000.0,0.0,0.0,920.5
51.565,965.3,-0.3,918.8,1000.0,0.0,0.0,919.5
51.570,965.3,-0.3,918.0,1000.0,0.0,0.0,919.0
51.575,965.3,-0.3,917.2,1000.0,0.0,0.0,918.0
51.580,965.4,-0.3,916.3,1000.0,0.0,0.0,917.0
51.585,965.4,-0.3,915.5,1000.0,0.0,0.0,916.5
51.590,965.5,-0.3,914.7,1000.0,0.0,0.0,915.5
51.595,965.5,-0.3,913.8,1000.0,0.0,0.0,914.5
51.600,965.5,-0.3,913.0,1000.0,0.0,0.0,914.0
51.605,965.6,-0.3,912.1,1000.0,0.0,0.0,913.0
51.610,965.6,-0.3,911.3,1000.0,0.0,0.0,912.0
51.615,965.6,-0.3,910.5,1000.0,0.0,0.0,911.5
51.620,965.7,-0.3,909.6,1000.0,0.0,0.0,910.5
51.625,965.7,-0.3,908.8,1000.0,0.0,0.0,909.5
51.630,965.7,-0.3,908.0,1000.0,0.0,0.0,909.0
51.635,965.8,-0.3,907.1,1000.0,0.0,0.0,908.0
51.640,965.8,-0.3,906.3,1000.0,0.0,0.0,907.0
51.645,965.8,-0.3,905.5,1000.0,0.0,0.0,906.5
51.650,965.9,-0.3,904.6,1000.0,0.0,0.0,905.5
51.655,965.9,-0.3,903.8,1000.0,0.0,0.0,904.5
51.660,966.0,-0.3,903.0,1000.0,0.0,0.0,904.0
51.665,966.0,-0.3,902.1,1000.0,0.0,0.0,903.0
51.670,966.0,-0.3,901.3,1000.0,0.0,0.0,902.0
51.675,966.1,-0.3,900.5,1000.0,0.0,0.0,901.5
51.680,966.1,-0.3,899.6,1000.0,0.0,0.0,900.5
51.685,966.1,-0.3,898.8,1000.0,0.0,0.0,899.5
51.690,966.2,-0.3,898.0,1000.0,0.0,0.0,899.0
51.695,966.2,-0.3,897.1,1000.0,0.0,0.0,898.0
51.700,966.2,-0.3,896.3,1000.0,0.0,0.0,897.0
51.705,966.3,-0.3,895.5,1000.0,0.0,0.0,896.5
51.710,966.3,-0.3,894.6,1000.0,0.0,0.0,895.5
51.715,966.4,-0.3,893.8,1000.0,0.0,0.0,894.5
51.720,966.4,-0.3,893.0,1000.0,0.0,0.0,894.0
51.725,966.4,-0.3,892.1,1000.0,0.0,0.0,893.0
51.730,966.5,-0.3,891.3,1000.0,0.0,0.0,892.0
51.735,966.5,-0.3,890.5,1000.0,0.0,0.0,891.5
51.740,966.5,-0.3,889.6,1000.0,0.0,0.0,890.5
51.745,966.6,-0.3,888.8,1000.0,0.0,0.0,889.5
51.750,966.6,-0.3,888.0,1000.0,0.0,0.0,889.0
51.755,966.6,-0.3,887.1,1000.0,0.0,0.0,888.0
51.760,966.7,-0.3,886.3,1000.0,0.0,0.0,887.0
51.765,966.7,-0.3,885.4,1000.0,0.0,0.0,886.5
51.770,966.7,-0.3,884.6,1000.0,0.0,0.0,885.5
51.775,966.8,-0.3,883.8,1000.0,0.0,0.0,884.5
51.780,966.8,-0.3,882.9,1000.0,0.0,0.0,884.0
51.785,966.9,-0.3,882.1,1000.0,0.0,0.0,883.0
51.790,966.9,-0.3,881.3,1000.0,0.0,0.0,882.0
51.795,966.9,-0.3,880.4,1000.0,0.0,0.0,881.5
51.800,967.0,-0.3,879.6,1000.0,0.0,0.0,880.5
51.805,967.0,-0.3,878.8,1000.0,0.0,0.0,879.5
51.810,967.0,-0.3,877.9,1000.0,0.0,0.0,879.0
51.815,967.1,-0.3,877.1,1000.0,0.0,0.0,878.0
51.820,967.1,-0.3,876.3,1000.0,0.0,0.0,877.0
51.825,967.1,-0.3,875.4,1000.0,0.0,0.0,876.5
51.830,967.2,-0.3,874.6,1000.0,0.0,0.0,875.5
51.835,967.2,-0.3,873.8,1000.0,0.0,0.0,874.5
51.840,967.3,-0.3,872.9,1000.0,0.0,0.0,874.0
51.845,967.3,-0.3,872.1,1000.0,0.0,0.0,873.0
51.850,967.3,-0.3,871.3,1000.0,0.0,0.0,872.0
51.855,967.4,-0.3,870.4,1000.0,0.0,0.0,871.5
51.860,967.4,-0.3,869.6,1000.0,0.0,0.0,870.5
51.865,967.4,-0.3,868.7,1000.0,0.0,0.0,869.5
51.870,967.5,-0.3,867.9,1000.0,0.0,0.0,868.5
51.875,967.5,-0.3,867.1,1000.0,0.0,0.0,868.0
51.880,967.5,-0.3,866.2,1000.0,0.0,0.0,867.0
51.885,967.6,-0.3,865.4,1000.0,0.0,0.0,866.0
51.890,967.6,-0.3,864.6,1000.0,0.0,0.0,865.5
51.895,967.6,-0.3,863.7,1000.0,0.0,0.0,864.5
51.900,967.7,-0.3,862.9,1000.0,0.0,0.0,863.5
51.905,967.7,-0.3,862.1,1000.0,0.0,0.0,863.0
51.910,967.7,-0.3,861.2,1000.0,0.0,0.0,862.0
51.915,967.8,-0.3,860.4,1000.0,0.0,0.0,861.0
51.920,967.8,-0.3,859.6,1000.0,0.0,0.0,860.5
51.925,967.9,-0.3,858.7,1000.0,0.0,0.0,859.5
51.930,967.9,-0.3,857.9,1000.0,0.0,0.0,858.5
51.935,967.9,-0.3,857.1,1000.0,0.0,0.0,858.0
51.940,968.0,-0.3,856.2,1000.0,0.0,0.0,857.0
51.945,968.0,-0.3,855.4,1000.0,0.0,0.0,856.0
51.950,968.0,-0.3,854.5,1000.0,0.0,0.0,855.5
51.955,968.1,-0.3,853.7,1000.0,0.0,0.0,854.5
51.960,968.1,-0.3,852.9,1000.0,0.0,0.0,853.5
51.965,968.1,-0.3,852.0,1000.0,0.0,0.0,853.0
51.970,968.2,-0.3,851.2,1000.0,0.0,0.0,852.0
51.975,968.2,-0.3,850.4,1000.0,0.0,0.0,851.0
51.980,968.2,-0.3,849.5,1000.0,0.0,0.0,850.5
51.985,968.3,-0.3,848.7,1000.0,0.0,0.0,849.5
51.990,968.3,-0.3,847.9,1000.0,0.0,0.0,848.5
51.995,968.4,-0.3,847.0,1000.0,0.0,0.0,848.0
52.000,968.4,-0.3,846.2,1000.0,0.0,0.0,847.0
52.005,968.4,-0.3,845.4,1000.0,0.0,0.0,846.0
52.010,968.5,-0.3,844.5,1000.0,0.0,0.0,845.5
52.015,968.5,-0.3,843.7,1000.0,0.0,0.0,844.5
52.020,968.5,-0.3,842.8,1000.0,0.0,0.0,843.5
52.025,968.6,-0.3,842.0,1000.0,0.0,0.0,843.0
52.030,968.6,-0.3,841.2,1000.0,0.0,0.0,842.0
52.035,968.6,-0.3,840.3,1000.0,0.0,0.0,841.0
52.040,968.7,-0.3,839.5,1000.0,0.0,0.0,840.5
52.045,968.7,-0.3,838.7,1000.0,0.0,0.0,839.5
52.050,968.7,-0.3,837.8,1000.0,0.0,0.0,838.5
52.055,968.8,-0.3,837.0,1000.0,0.0,0.0,838.0
52.060,968.8,-0.3,836.2,1000.0,0.0,0.0,837.0
52.065,968.8,-0.3,835.3,1000.0,0.0,0.0,836.0
52.070,968.9,-0.3,834.5,1000.0,0.0,0.0,835.5
52.075,968.9,-0.3,833.7,1000.0,0.0,0.0,834.5
52.080,969.0,-0.3,832.8,1000.0,0.0,0.0,833.5
52.085,969.0,-0.3,832.0,1000.0,0.0,0.0,833.0
52.090,969.0,-0.3,831.1,1000.0,0.0,0.0,832.0
52.095,969.1,-0.3,830.3,1000.0,0.0,0.0,831.0
52.100,969.1,-0.3,829.5,1000.0,0.0,0.0,830.5
52.105,969.1,-0.3,828.6,1000.0,0.0,0.0,829.5
52.110,969.2,-0.3,827.8,1000.0,0.0,0.0,828.5
52.115,969.2,-0.3,827.0,1000.0,0.0,0.0,828.0
52.120,969.2,-0.3,826.1,1000.0,0.0,0.0,827.0
52.125,969.3,-0.3,825.3,1000.0,0.0,0.0,826.0
52.130,969.3,-0.3,824.5,1000.0,0.0,0.0,825.5
52.135,969.3,-0.3,823.6,1000.0,0.0,0.0,824.5
52.140,969.4,-0.3,822.8,1000.0,0.0,0.0,823.5
52.145,969.4,-0.3,821.9,1000.0,0.0,0.0,823.0
52.150,969.4,-0.3,821.1,1000.0,0.0,0.0,822.0
52.155,969.5,-0.3,820.3,1000.0,0.0,0.0,821.0
52.160,969.5,-0.3,819.4,1000.0,0.0,0.0,820.5
52.165,969.6,-0.3,818.6,1000.0,0.0,0.0,819.5
52.170,969.6,-0.3,817.8,1000.0,0.0,0.0,818.5
52.175,969.6,-0.3,816.9,1000.0,0.0,0.0,818.0
52.180,969.7,-0.3,816.1,1000.0,0.0,0.0,817.0
52.185,969.7,-0.3,815.3,1000.0,0.0,0.0,816.0
52.190,969.7,-0.3,814.4,1000.0,0.0,0.0,815.5
52.195,969.8,-0.3,813.6,1000.0,0.0,0.0,814.5
52.200,969.8,-0.3,812.7,1000.0,0.0,0.0,813.5
52.205,969.8,-0.3,811.9,1000.0,0.0,0.0,812.5
52.210,969.9,-0.3,811.1,1000.0,0.0,0.0,812.0
52.215,969.9,-0.3,810.2,1000.0,0.0,0.0,811.0
52.220,969.9,-0.3,809.4,1000.0,0.0,0.0,810.0
52.225,970.0,-0.3,808.6,1000.0,0.0,0.0,809.5
52.230,970.0,-0.3,807.7,1000.0,0.0,0.0,808.5
52.235,970.0,-0.3,806.9,1000.0,0.0,0.0,807.5
52.240,970.1,-0.3,806.1,1000.0,0.0,0.0,807.0
52.245,970.1,-0.3,805.2,1000.0,0.0,0.0,806.0
52.250,970.1,-0.3,804.4,1000.0,0.0,0.0,805.0
52.255,970.2,-0.3,803.5,1000.0,0.0,0.0,804.5
52.260,970.2,-0.3,802.7,1000.0,0.0,0.0,803.5
52.265,970.3,-0.3,801.9,1000.0,0.0,0.0,802.5
52.270,970.3,-0.3,801.0,1000.0,0.0,0.0,802.0
52.275,970.3,-0.3,800.2,1000.0,0.0,0.0,801.0
52.280,970.4,-0.3,799.4,1000.0,0.0,0.0,800.0
52.285,970.4,-0.3,798.5,1000.0,0.0,0.0,799.5
52.290,970.4,-0.3,797.7,1000.0,0.0,0.0,798.5
52.295,970.5,-0.3,796.9,1000.0,0.0,0.0,797.5
